PIN,geom,PROPERTYHOUSENUM__asmt,PROPERTYFRACTION__asmt,PROPERTYADDRESS__asmt,PROPERTYCITY__asmt,PROPERTYSTATE__asmt,PROPERTYUNIT__asmt,PROPERTYZIP__asmt,MUNIDESC__asmt,SCHOOLDESC__asmt,NEIGHDESC__asmt,OWNERDESC__asmt,CLASSDESC__asmt,USEDESC__asmt,LOTAREA__asmt,RECORDDATE__asmt,SALEDATE__asmt,SALEPRICE__asmt,SALECODE__asmt,SALEDESC__asmt,PREVSALEDATE__asmt,PREVSALEPRICE__asmt,PREVSALEDATE2__asmt,PREVSALEPRICE2__asmt,FAIRMARKETTOTAL__asmt,STYLEDESC__asmt,STORIES__asmt,YEARBLT__asmt,EXTFINISH_DESC__asmt,ROOFDESC__asmt,BASEMENTDESC__asmt,GRADE__asmt,GRADEDESC__asmt,CONDITIONDESC__asmt,CDUDESC__asmt,TOTALROOMS__asmt,BEDROOMS__asmt,FULLBATHS__asmt,HALFBATHS__asmt,HEATINGCOOLINGDESC__asmt,FIREPLACES__asmt,BSMTGARAGE__asmt,FINISHEDLIVINGAREA__asmt,CARDNUMBER__asmt,ALT_ID__asmt,TAXYEAR__asmt
0028A00154000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9645527415286, 40.4413081113811], [-79.9645553774466, 40.4413080495315], [-79.964894583639, 40.441300091727], [-79.9648971273464, 40.4413322692578], [-79.9648994640248, 40.4413618285619], [-79.9645640262707, 40.4413682572822], [-79.9645611835826, 40.4413683117586], [-79.9645527415286, 40.4413081113811]]]]}",226, ,DUNSEITH ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10403,REGULAR,RESIDENTIAL,SINGLE FAMILY,2112.0,,12-01-1994,25000.0,0,VALID SALE,,,,,78600.0,OLD STYLE,2,1910.0,Frame,SHINGLE,Full,C,AVERAGE,FAIR,FAIR,6.0,3.0,1.0,0.0,Central Heat,0.0,0,1464.0,1.0,,2019.0
0028J00017000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9654529147088, 40.4377632404963], [-79.9654803898639, 40.437716359387], [-79.9661725817847, 40.4377504480017], [-79.9661678797708, 40.4377911407446], [-79.9661720406922, 40.43780054538], [-79.9654529147088, 40.4377632404963]]]]}",2707, ,5TH AVE,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10402,REGULAR-ETUX OR ET VIR,RESIDENTIAL,ROWHOUSE,3871.0,10-10-2007,10-10-2007,117000.0,AA,SALE NOT ANALYZ,10-10-2007,90000.0,06-30-1995,35000.0,39900.0,ROW INTERIOR,2,1900.0,Brick,SHINGLE,Full,D+,BELOW AVERAGE +,AVERAGE,AVERAGE,8.0,4.0,1.0,0.0,Central Heat,0.0,0,1544.0,1.0,,2019.0
0028J00085000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9638738480223, 40.4379518303552], [-79.9639243000312, 40.4379305459292], [-79.963953678551, 40.4379223168886], [-79.9641063541612, 40.4382126480902], [-79.9640412079963, 40.4382360691227], [-79.9638738480223, 40.4379518303552]]]]}",3233, ,5TH AVE,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,PITTSBURGH URBAN,CORPORATION,GOVERNMENT,OWNED BY COLLEGE/UNIV/ACADEMY,2483.0,,12-12-1989,89025.0,0,VALID SALE,,,,,152100.0,,,,,,,,,,,,,,,,,,,,,2019.0
0011F00137000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9760166656817, 40.4385133140469], [-79.9760232001939, 40.4384082501277], [-79.9761039336716, 40.4384090064706], [-79.9760966161539, 40.4385193462126], [-79.9760166656817, 40.4385133140469]]]]}",2016, ,DERAUD ST,PITTSBURGH,PA, ,15219,4th Ward - PITTSBURGH,Pittsburgh,10404,CORPORATION,RESIDENTIAL,TWO FAMILY,880.0,,12-29-1989,502440.0,9,OTHER INVALID,,,,,18000.0,MULTI-FAMILY,2,1900.0,Brick,ROLL,Full,C-,AVERAGE -,AVERAGE,FAIR,6.0,2.0,2.0,0.0,Central Heat,0.0,0,1400.0,1.0,,2019.0
0028E00153000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9650194710747, 40.4390250179771], [-79.9653747834816, 40.4389842713986], [-79.9653829466157, 40.4390944071869], [-79.9650250640468, 40.4391059829985], [-79.9650194710747, 40.4390250179771]]]]}",142, ,ROBINSON ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10402,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,3650.0,,08-24-2000,62000.0,U,OTHER VALID,05-05-1950,0.0,,,52600.0,OLD STYLE,2,1920.0,Brick,SLATE,Full,C+,AVERAGE +,FAIR,FAIR,6.0,3.0,1.0,0.0,Central Heat,0.0,0,2492.0,1.0,,2019.0
0011M00095000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9695677862513, 40.4373925030383], [-79.9697390099873, 40.4370981049362], [-79.9698199589668, 40.437123644303], [-79.9696583032138, 40.4374021826727], [-79.9695677862513, 40.4373925030383]]]]}",315, ,BEELEN ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10404,REGULAR,RESIDENTIAL,VACANT LAND,2908.0,08-20-2004,08-20-2004,1.0,3,LOVE&AFFECTION,10-19-1987,0.0,,,700.0,,,,,,,,,,,,,,,,,,,,,2019.0
0011M00145000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.967178902893, 40.4365359809322], [-79.9671867840855, 40.4367989731769], [-79.9670986174777, 40.4367996691235], [-79.9670833718925, 40.4365359616463], [-79.967178902893, 40.4365359809322]]]]}",0, ,5TH AVE,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10404,CORPORATION,RESIDENTIAL,VACANT LAND,2375.0,06-18-2001,06-18-2001,20000.0,H,MULTI-PARCEL SA,10-09-1996,74576.0,,,3000.0,,,,,,,,,,,,,,,,,,,,,2019.0
0028A00066000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9655913321676, 40.4420742814838], [-79.9655961440558, 40.4421369969794], [-79.9653463047168, 40.4421483024331], [-79.9653413279536, 40.4420833513876], [-79.9655913321676, 40.4420742814838]]]]}",250, ,ROBINSON ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10402,REGULAR,RESIDENTIAL,SINGLE FAMILY,1680.0,11-01-2016,10-22-2016,215000.0,14,TIME ON MARKET,06-05-2008,47000.0,11-12-1982,4500.0,65100.0,OLD STYLE,2.5,1910.0,Frame,SHINGLE,Full,C+,AVERAGE +,AVERAGE,AVERAGE,6.0,3.0,1.0,1.0,Central Heat,0.0,0,1864.0,1.0,,2019.0
0028A00162000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9644803594287, 40.4407919957461], [-79.9644811580634, 40.4407919727334], [-79.9645582382699, 40.4407897637688], [-79.9646599488089, 40.4407868492048], [-79.964765803719, 40.4407838156733], [-79.9648535721428, 40.4407813000957], [-79.9648569083317, 40.4408234991479], [-79.9648591020169, 40.4408512529104], [-79.9644909365978, 40.4408598064193], [-79.9644898727333, 40.4408598308872], [-79.9644803594287, 40.4407919957461]]]]}",210, ,DUNSEITH ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10403,REGULAR,RESIDENTIAL,SINGLE FAMILY,2289.0,03-31-2006,03-31-2006,60000.0,0,VALID SALE,05-13-2003,64000.0,03-20-1996,48338.0,109900.0,OLD STYLE,2.5,1910.0,Frame,SHINGLE,Part,C+,AVERAGE +,GOOD,GOOD,6.0,4.0,1.0,0.0,Central Heat,0.0,0,1416.0,1.0,,2019.0
0028A00101000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.96528121189, 40.4412987487806], [-79.9652865274822, 40.4413681252934], [-79.9650328678107, 40.4413785662306], [-79.9650271695292, 40.4413057415582], [-79.96528121189, 40.4412987487806]]]]}",225, ,DUNSEITH ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10403,REGULAR,RESIDENTIAL,SINGLE FAMILY,1820.0,,04-08-1988,34000.0,0,VALID SALE,,,,,85000.0,OLD STYLE,3,1900.0,Frame,SHINGLE,Full,C+,AVERAGE +,AVERAGE,AVERAGE,7.0,4.0,1.0,1.0,Central Heat,1.0,0,2217.0,1.0,,2019.0
